loss,accuracy,val_loss,val_accuracy,architecture,epoch,version,params,labels,timestamp
0.42281967401504517,0.8601304292678833,0.38470137119293213,0.8723021745681763,EfficientNetV2L,6,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.4168893098831177,0.8601304292678833,0.37038546800613403,0.8696042895317078,EfficientNetV2L,7,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.38411369919776917,0.8742972612380981,0.3181735873222351,0.8875899314880371,EfficientNetV2L,8,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.4024021625518799,0.8659770488739014,0.3147293031215668,0.8839927911758423,EfficientNetV2L,9,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.39574044942855835,0.8673262596130371,0.36624959111213684,0.8911870718002319,EfficientNetV2L,10,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.39939674735069275,0.869575023651123,0.28408074378967285,0.8983812928199768,EfficientNetV2L,11,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.37967565655708313,0.8715988397598267,0.3458324074745178,0.8714028596878052,EfficientNetV2L,12,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.3810563385486603,0.8729480504989624,0.35735970735549927,0.8803957104682922,EfficientNetV2L,13,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.3784303367137909,0.874971866607666,0.28993380069732666,0.8965827226638794,EfficientNetV2L,14,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
0.3751322329044342,0.8731729388237,0.3160417377948761,0.894784152507782,EfficientNetV2L,15,2,"{""image_size"": [150, 150], ""augmentation"": {""horizontal_flip"": true, ""vertical_flip"": true, ""rotation_range"": 90, ""fill_mode"": ""nearest"", ""brightness_range"": [0.4, 1.5]}, ""model"": {""pooling"": ""max"", ""dense"": 64, ""bn"": true, ""dropout"": 0.5}, ""training"": {""lr"": 0.001}}","[""cup"", ""fork"", ""glass"", ""knife"", ""plate"", ""spoon""]",2022-12-20 04:13:07.980812
